Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
unclassified Chaetogaster		2664999	17	no rank	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Stylodrilus heringianus	Worm	77571	107	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Paranais	Worm	74741	131	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Paranais
Lumbricus terrestris	Common earthworm	6398	10	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Lumbriculus variegatus	Blackworm	61662	32	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Pristina	Worm	150439	8	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Chaetogaster sp. CEJ		3032104	269	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Enchytraeus buchholzi complex sp. 2 MK-2019	Grindal worm	2664990	39	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Enchytraeus
Stylodrilus heringianus	Worm	77571	63	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Eiseniella tetraedra	Squaretail worm	1302610	18	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	355	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Dero digitata	Worm	66488	240	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Limnodrilus hoffmeisteri	Redworm	76587	49	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Nais	Sludgeworm	74730	206	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Pristina	Worm	150439	14	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Nais elinguis	Sludgeworm	74736	721	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Megascolex laingii	Worm	914218	119	species	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Megascolex
Lumbriculus variegatus	Blackworm	61662	5	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Chaetogaster diaphanus	Oligochaete worm	212246	37	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Chaetogaster	Oligochaete worm	74726	31	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Limnodrilus hoffmeisteri	Redworm	76587	95	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Tubifex tubifex	Sludge worm	6386	30	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Limnodrilus udekemianus	Worm	146604	42	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Nais christinae	Sludgeworm	1138466	762	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Dero	Worm	66487	373	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Aporrectodea trapezoides	Southern worm	408844	69	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Bothrioneurum	Worm	188203	5	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Tubifex tubifex	Sludge worm	6386	282	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	17	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Tubifex	Worm	6385	59	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Lumbriculus variegatus	Blackworm	61662	267	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Pristina	Worm	150439	1548	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Limnodrilus hoffmeisteri	Redworm	76587	93	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Lumbriculus variegatus	Blackworm	61662	1448	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Lumbricus festivus	Quebec worm	302035	7	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Deinodrilus	Worm	683634	13	genus	Worms	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Deinodrilus
Aporrectodea caliginosa	Worm	302032	23	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Stylodrilus heringianus	Worm	77571	22	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Chaetogaster diastrophus	Oligochaete worm	74727	675	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Nais communis/variabilis complex sp. A1	Sludgeworm	1138460	236	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Tubifex	Worm	6385	18	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Ilyodrilus	Worm	170992	119	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Ilyodrilus
Nais communis	Sludgeworm	188228	8	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Stylodrilus heringianus	Worm	77571	83	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Bimastos rubidus	Worm	2866284	74	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Bimastos
Nais communis	Sludgeworm	188228	10	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Chaetogaster diaphanus	Oligochaete worm	212246	26	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Octolasion cyaneum	Worm	302033	37	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Nais christinae	Sludgeworm	1138466	36	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Chamaedrilus	Worm	1628347	209	genus	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Chamaedrilus
Pristina	Worm	150439	55	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Nais	Sludgeworm	74730	57	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	142	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Chamaedrilus cognettii	Worm	1502715	38	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Chamaedrilus
Octolasion cyaneum	Worm	302033	10	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Limnodrilus	Worm	76586	105	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Chaetogaster	Oligochaete worm	74726	15	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbriculus variegatus	Blackworm	61662	197	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Octolasion cyaneum	Worm	302033	206	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Dero	Worm	66487	13	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Chaetogaster	Oligochaete worm	74726	1796	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbricus rubellus	Red earthworm	35632	401	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Chamaedrilus aff. glandulosus B SM-2014	Worm	1502718	91	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Chamaedrilus
Nais communis	Sludgeworm	188228	20	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Bothrioneurum	Worm	188203	88	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Stylodrilus	Worm	77570	7	genus	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Murchieona	Worm	2202382	61	genus	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Murchieona
Potamothrix bavaricus	Aquatic oligochaete worm	745771	18	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Potamothrix
Lumbriculus variegatus	Blackworm	61662	407	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Nais communis	Sludgeworm	188228	216	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Chaetogaster diaphanus	Oligochaete worm	212246	95	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Aporrectodea caliginosa	Worm	302032	5	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Amynthas corticis	Snake worm	351238	12	species	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Amynthas
Nais communis/variabilis complex sp. A1	Sludgeworm	1138460	182	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Bimastos rubidus	Worm	2866284	5	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Bimastos
Cernosvitoviella aggtelekiensis	Worm	913639	7	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Cernosvitoviella
Chaetogaster sp. CEJ		3032104	20	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Nais christinae	Sludgeworm	1138466	150	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Aporrectodea longa	Worm	302031	9	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Chaetogaster diastrophus	Oligochaete worm	74727	83	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Eiseniella	Worm	1302608	18	genus	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Pristina	Worm	150439	182	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Chaetogaster	Oligochaete worm	74726	19	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Nais	Sludgeworm	74730	241	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Tubifex	Worm	6385	9	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Eiseniella tetraedra	Squaretail worm	1302610	49	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
unclassified Chaetogaster		2664999	42	no rank	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbriculus variegatus	Blackworm	61662	1291	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Limnodrilus	Worm	76586	76	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Chaetogaster diaphanus	Oligochaete worm	212246	26	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Octolasion lacteum	Worm	334871	133	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Chaetogaster diastrophus	Oligochaete worm	74727	25	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Chamaedrilus aff. glandulosus B SM-2014	Worm	1502718	5	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Chamaedrilus
Aporrectodea longa	Worm	302031	18	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Limnodrilus hoffmeisteri	Redworm	76587	5633	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Nais	Sludgeworm	74730	1541	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Slavina appendiculata	Worm	188233	39	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Slavina
Limnodrilus hoffmeisteri	Redworm	76587	861	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Bothrioneurum vejdovskyanum	Worm	188204	14	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Eukerria saltensis	Worm	169929	179	species	Worms	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Eukerria
Bothrioneurum vejdovskyanum	Worm	188204	104	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Octolasion cyaneum	Worm	302033	366	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Limnodrilus	Worm	76586	28	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Limnodrilus hoffmeisteri	Redworm	76587	152	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Chaetogaster diaphanus	Oligochaete worm	212246	642	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbriculus variegatus	Blackworm	61662	351	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Lumbricus rubellus	Red earthworm	35632	48	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Stylodrilus heringianus	Worm	77571	18	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
unclassified Chaetogaster		2664999	9	no rank	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Eiseniella	Worm	1302608	14	genus	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Amynthas	Worm	195544	36	genus	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Amynthas
Octolasion cyaneum	Worm	302033	135	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Eiseniella tetraedra	Squaretail worm	1302610	13	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Nais communis	Sludgeworm	188228	17	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Octolasion lacteum	Worm	334871	16452	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Nais christinae	Sludgeworm	1138466	92	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais	Sludgeworm	74730	56	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais	Sludgeworm	74730	94	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Stylodrilus heringianus	Worm	77571	53	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Limnodrilus hoffmeisteri	Redworm	76587	728	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Lumbriculus variegatus	Blackworm	61662	828	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Henlea perpusilla	Worm	913665	60	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Henlea
Chaetogaster sp. 10 JM-2023	Worm	3021530	231	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Nais communis/variabilis complex sp. A3	Sludgeworm	1138462	9	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Bothrioneurum vejdovskyanum	Worm	188204	123	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Eiseniella tetraedra	Squaretail worm	1302610	35	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Limnodrilus hoffmeisteri	Redworm	76587	29	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Aporrectodea tuberculata	Worm	565146	8	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Nais communis/variabilis complex sp. A2	Sludgeworm	1138461	32	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Lumbriculus variegatus	Blackworm	61662	1302	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Ilyodrilus	Worm	170992	51	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Ilyodrilus
Chaetogaster diaphanus	Oligochaete worm	212246	275	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbricus	Worm	6397	11	genus	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Eiseniella tetraedra	Squaretail worm	1302610	98	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Limnodrilus	Worm	76586	6	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Potamothrix bavaricus	Aquatic oligochaete worm	745771	2542	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Potamothrix
Nais communis/variabilis complex sp. A1	Sludgeworm	1138460	97	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Lumbricus terrestris	Common earthworm	6398	30	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Amynthas hupeiensis	Worm	408830	133	species	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Amynthas
Nais communis	Sludgeworm	188228	9	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Bothrioneurum	Worm	188203	82	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Chaetogaster sp. CEJ		3032104	13	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Amynthas corticis	Snake worm	351238	103	species	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Amynthas
Chaetogaster diaphanus	Oligochaete worm	212246	49	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Enchytraeus	Worm	6389	5	genus	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Enchytraeus
Nais christinae	Sludgeworm	1138466	281	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais elinguis	Sludgeworm	74736	38	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Ilyodrilus templetoni	Aquatic worm	170993	11	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Ilyodrilus
Ilyodrilus	Worm	170992	83	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Ilyodrilus
Octolasion cyaneum	Worm	302033	609	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	11	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Nais communis/variabilis complex sp. A2	Sludgeworm	1138461	65	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Aporrectodea trapezoides	Southern worm	408844	139	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Tubifex tubifex	Sludge worm	6386	10	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Chaetogaster sp. CEJ		3032104	10	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Tubifex tubifex	Sludge worm	6386	45	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Lumbriculus variegatus	Blackworm	61662	44	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Aporrectodea limicola	Worm	647717	528	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Bothrioneurum vejdovskyanum	Worm	188204	12	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	92	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Aporrectodea trapezoides	Southern worm	408844	30	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Limnodrilus	Worm	76586	41	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Lumbriculus variegatus	Blackworm	61662	68	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Nais	Sludgeworm	74730	6	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais	Sludgeworm	74730	4167	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Tubifex tubifex	Sludge worm	6386	380	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Nais communis/variabilis complex sp. A2	Sludgeworm	1138461	11	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Eiseniella tetraedra	Squaretail worm	1302610	466	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Nais	Sludgeworm	74730	848	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Dero	Worm	66487	132	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Tubifex tubifex	Sludge worm	6386	1628	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Bothrioneurum	Worm	188203	180	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Nais	Sludgeworm	74730	225	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais elinguis	Sludgeworm	74736	78	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Potamothrix bavaricus	Aquatic oligochaete worm	745771	1964	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Potamothrix
Lumbriculus variegatus	Blackworm	61662	306	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Chaetogaster	Oligochaete worm	74726	88	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Amynthas hupeiensis	Worm	408830	124	species	Worms	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Amynthas
Lumbriculus variegatus	Blackworm	61662	570	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Branchiura sowerbyi	Oligochaete worm	195543	96	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Branchiura
Limnodrilus	Worm	76586	87	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Dero	Worm	66487	168	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Potamothrix bavaricus	Aquatic oligochaete worm	745771	28	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Potamothrix
Chaetogaster diastrophus	Oligochaete worm	74727	55	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Lumbriculus variegatus	Blackworm	61662	9	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus
Aporrectodea caliginosa	Worm	302032	65	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Aporrectodea
Chaetogaster	Oligochaete worm	74726	13	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Chaetogaster sp. 10 JM-2023	Worm	3021530	9170	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Chaetogaster diastrophus	Oligochaete worm	74727	41	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	29	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Tubifex tubifex	Sludge worm	6386	637	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Bothrioneurum vejdovskyanum	Worm	188204	59	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Tubifex tubifex	Sludge worm	6386	6	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Ilyodrilus	Worm	170992	483	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Ilyodrilus
